"fullVisitorId";"codssfamille";"nPPview";"nATC";"nConv"
"3518874137327102691";"122212";1;0;0
"3518874137327102691";"111213";1;0;0
"6602038529829355520";"151115";6;0;0
"6602038529829355520";"141111";1;0;0
"2843651952068783115";"153113";1;0;0
"6602038529829355520";"151111";2;1;0
"8165227804615933035";"152314";2;0;0
"2031822520864250098";"231518";1;0;0
"6602038529829355520";"213515";6;1;0
"3283065181344634772";"111114";10;2;0
"3283065181344634772";"112111";7;2;0
"3283065181344634772";"132213";11;1;1
"8165227804615933035";"233111";1;0;0
"3518874137327102691";"141111";15;6;3
"8165227804615933035";"213114";1;0;0
"2031822520864250098";"141111";1;0;0
"3518874137327102691";"124311";9;4;3
"2843651952068783115";"121111";2;0;0
"3283065181344634772";"111111";3;2;0
"3518874137327102691";"211117";1;1;0
"6602038529829355520";"111112";3;1;0
"2031822520864250098";"213211";1;0;0
"2031822520864250098";"151111";1;0;0
"3283065181344634772";"164311";1;0;0
"2843651952068783115";"124111";4;0;0
"2843651952068783115";"231511";1;0;0
"2031822520864250098";"231220";2;0;0
"3518874137327102691";"127111";1;0;0
"2843651952068783115";"161212";1;0;0
"3518874137327102691";"124212";7;1;0
"2031822520864250098";"121111";11;2;2
"8165227804615933035";"152312";1;0;0
"6602038529829355520";"153311";2;0;0
"6602038529829355520";"161914";1;1;0
"8165227804615933035";"162413";2;0;0
"3283065181344634772";"152111";1;0;0
"3518874137327102691";"131112";2;1;1
"3283065181344634772";"122213";2;0;0
"3283065181344634772";"161514";1;1;0
"3283065181344634772";"124112";1;1;0
"3283065181344634772";"151212";3;0;0
"8165227804615933035";"164113";3;1;0
"8165227804615933035";"213112";13;0;0
"8165227804615933035";"213512";1;0;0
"8165227804615933035";"231219";1;0;0
"5944866494410284878";"211114";2;0;0
"1270249184893949389";"231413";1;1;0
"4652721546139208030";"122212";3;0;0
"5855851235620247980";"111215";26;2;0
"517378676746336881";"122212";3;1;0
"7733682843751891679";"121111";1;0;0
"517378676746336881";"162511";8;3;0
"5855851235620247980";"211317";5;0;0
"4045215082293390465";"141112";8;0;0
"8140054657691686489";"213111";6;0;0
"5944866494410284878";"113111";1;1;0
"5855851235620247980";"131212";4;0;0
"1270249184893949389";"211115";18;8;5
"517378676746336881";"121113";2;0;0
"4045215082293390465";"112211";2;0;0
"4045215082293390465";"233111";2;0;0
"8140054657691686489";"131114";1;0;0
"4652721546139208030";"213311";1;0;0
"4652721546139208030";"163211";4;0;0
"7733682843751891679";"246216";1;0;0
"517378676746336881";"111215";31;9;1
"5855851235620247980";"212115";2;2;0
"5944866494410284878";"242114";2;2;0
"8245658342897527696";"151115";1;0;0
"1270249184893949389";"111215";68;10;0
"5944866494410284878";"211115";1;0;0
"5855851235620247980";"142114";9;2;1
"8245658342897527696";"131311";8;0;0
"8140054657691686489";"112311";6;0;0
"8140054657691686489";"151111";12;0;0
"8140054657691686489";"213112";8;0;0
"5944866494410284878";"121113";6;1;0
"1270249184893949389";"231513";2;1;0
"517378676746336881";"211213";1;0;0
"8245658342897527696";"111211";12;0;0
"7733682843751891679";"231219";8;1;0
"8140054657691686489";"142114";19;4;1
"8140054657691686489";"231214";2;0;0
"8140054657691686489";"111214";1;0;0
"7733682843751891679";"152312";1;0;0
"4045215082293390465";"111215";24;0;0
"4045215082293390465";"231714";1;0;0
"5944866494410284878";"111215";7;4;0
"5944866494410284878";"242111";1;0;0
"8769402469046267412";"111114";8;0;0
"517378676746336881";"124211";15;9;1
"4652721546139208030";"111111";7;0;0
"4045215082293390465";"213112";13;0;0
"4652721546139208030";"111112";15;3;1
"4652721546139208030";"166312";4;0;0
"7733682843751891679";"231111";1;0;0
"8769402469046267412";"126111";3;0;0
"8769402469046267412";"123211";4;0;0
"1270249184893949389";"242112";22;1;0
"517378676746336881";"141112";12;7;2
"4045215082293390465";"151111";1;0;0
"517378676746336881";"111115";2;2;0
"4045215082293390465";"233411";7;0;0
"5855851235620247980";"143112";1;0;0
"5855851235620247980";"164212";5;1;0
"8769402469046267412";"225111";1;0;0
"7733682843751891679";"211115";2;0;0
"8245658342897527696";"133311";1;0;0
"8769402469046267412";"214111";3;0;0
"8140054657691686489";"211211";4;1;1
"517378676746336881";"123211";1;0;0
"1270249184893949389";"212114";1;0;0
"5944866494410284878";"212111";1;0;0
"8245658342897527696";"151211";17;2;1
"8769402469046267412";"212115";14;7;4
"4652721546139208030";"161914";4;0;0
"4045215082293390465";"231512";1;0;0
"1270249184893949389";"112211";1;0;0
"1270249184893949389";"222111";7;0;0
"8140054657691686489";"151411";2;0;0
"7733682843751891679";"151114";1;0;0
"1270249184893949389";"247111";12;3;0
"8140054657691686489";"151211";6;0;0
"4652721546139208030";"132211";3;0;0
"7733682843751891679";"141112";3;1;0
"5855851235620247980";"152213";14;7;2
"5855851235620247980";"151211";20;3;0
"8245658342897527696";"111311";14;0;0
"8140054657691686489";"111215";1;0;0
"5944866494410284878";"121115";3;2;0
"4652721546139208030";"124112";7;1;0
"517378676746336881";"213113";2;0;0
"5944866494410284878";"112311";3;0;0
"8769402469046267412";"212111";7;1;0
"5855851235620247980";"124113";4;0;0
"517378676746336881";"122312";1;0;0
"5855851235620247980";"111115";11;2;0
"5944866494410284878";"111115";5;2;0
"1270249184893949389";"233411";8;0;0
"4652721546139208030";"213111";5;0;0
"8769402469046267412";"225115";1;0;0
"8769402469046267412";"121111";22;6;2
"517378676746336881";"161914";1;0;0
"8769402469046267412";"244111";10;0;0
"517378676746336881";"111211";3;0;0
"4652721546139208030";"163212";1;0;0
"5855851235620247980";"151311";25;11;0
"8769402469046267412";"245411";2;0;0
"7733682843751891679";"211315";5;3;0
"5944866494410284878";"152111";1;0;0
"517378676746336881";"212111";3;1;0
"1270249184893949389";"211211";5;1;0
"8140054657691686489";"213114";1;0;0
"8140054657691686489";"111111";14;3;0
"8245658342897527696";"112111";7;0;0
"1270249184893949389";"231219";1;0;0
"8140054657691686489";"111114";82;11;1
"1270249184893949389";"231417";1;1;0
"5855851235620247980";"111311";107;23;2
"5944866494410284878";"242112";3;3;0
"4652721546139208030";"122214";1;0;0
"8140054657691686489";"111213";50;6;0
"4652721546139208030";"111214";28;1;1
"7733682843751891679";"141111";3;1;0
"5855851235620247980";"111112";16;8;1
"4045215082293390465";"111114";6;0;0
"4652721546139208030";"166211";5;0;0
"5944866494410284878";"121111";15;0;0
"5855851235620247980";"111113";1;0;0
"8245658342897527696";"131114";7;1;0
"5944866494410284878";"211211";1;0;0
"5855851235620247980";"141115";3;2;0
"4652721546139208030";"122114";6;0;0
"517378676746336881";"141114";3;0;0
"517378676746336881";"152213";8;4;1
"5855851235620247980";"142111";11;2;0
"4652721546139208030";"151213";5;0;0
"517378676746336881";"124212";14;6;1
"1270249184893949389";"151111";1;0;0
"517378676746336881";"123311";2;0;0
"4652721546139208030";"132311";2;0;0
"517378676746336881";"126311";11;7;0
"8769402469046267412";"152113";2;0;0
"8769402469046267412";"142112";1;0;0
"5944866494410284878";"111113";1;1;0
"7733682843751891679";"123211";2;0;0
"4652721546139208030";"124114";5;1;0
"517378676746336881";"111213";13;2;0
"8245658342897527696";"122212";1;0;0
"8769402469046267412";"131311";2;0;0
"8140054657691686489";"214111";1;1;1
"5855851235620247980";"152212";1;0;0
"7733682843751891679";"124212";1;0;0
"4652721546139208030";"121115";2;0;0
"517378676746336881";"121116";7;0;0
"8140054657691686489";"211117";6;1;0
"8245658342897527696";"122111";2;0;0
"1270249184893949389";"245711";3;0;0
"5944866494410284878";"213411";1;0;0
"8245658342897527696";"112211";1;0;0
"4652721546139208030";"122311";17;0;0
"8245658342897527696";"131111";1;0;0
"7733682843751891679";"213113";1;0;0
"8140054657691686489";"211114";2;0;0
"8245658342897527696";"111214";15;0;0
"7733682843751891679";"111213";9;3;0
"5855851235620247980";"142116";3;1;1
"517378676746336881";"211315";14;5;0
"4652721546139208030";"211115";138;5;5
"8245658342897527696";"121113";1;0;0
"8769402469046267412";"151511";1;0;0
"517378676746336881";"111112";41;18;3
"5944866494410284878";"161112";5;0;0
"8245658342897527696";"213515";1;0;0
"4652721546139208030";"161211";5;0;0
"517378676746336881";"111212";2;1;1
"5944866494410284878";"121114";2;0;0
"7733682843751891679";"125311";1;0;0
"4652721546139208030";"123111";17;0;0
"1270249184893949389";"111212";3;1;0
"8769402469046267412";"231218";2;0;0
"5855851235620247980";"162312";10;1;1
"4652721546139208030";"152313";1;0;0
"1270249184893949389";"247311";3;2;0
"1270249184893949389";"231111";2;0;0
"4652721546139208030";"111115";1;0;0
"5855851235620247980";"124111";4;0;0
"517378676746336881";"151111";3;0;0
"7733682843751891679";"122311";38;10;1
"8245658342897527696";"111111";32;3;1
"5855851235620247980";"142112";5;0;0
"8245658342897527696";"122214";2;0;0
"517378676746336881";"164513";8;1;0
"7733682843751891679";"111311";8;3;0
"5855851235620247980";"131311";20;2;1
"8769402469046267412";"111211";1;0;0
"4652721546139208030";"124212";12;1;0
"1270249184893949389";"211118";2;2;0
"5855851235620247980";"121112";3;2;0
"1270249184893949389";"131111";1;0;0
"8769402469046267412";"225112";2;1;1
"4652721546139208030";"221119";1;0;0
"1270249184893949389";"212115";2;0;0
"5855851235620247980";"131111";1;0;0
"8769402469046267412";"166311";1;0;0
"5855851235620247980";"124114";5;1;0
"5855851235620247980";"112311";1;0;0
"8140054657691686489";"233211";8;2;1
"4652721546139208030";"124211";8;0;0
"517378676746336881";"142111";1;0;0
"8140054657691686489";"142116";4;0;0
"8140054657691686489";"111113";4;0;0
"5944866494410284878";"245112";1;1;0
"8769402469046267412";"111113";1;0;0
"8140054657691686489";"142115";14;3;1
"5944866494410284878";"111112";22;4;0
"5855851235620247980";"165213";2;1;1
"517378676746336881";"111111";25;8;2
"8245658342897527696";"131112";3;1;1
"7733682843751891679";"231220";1;0;0
"4652721546139208030";"112311";5;0;0
"8245658342897527696";"122211";2;0;0
"5944866494410284878";"111212";4;0;0
"8769402469046267412";"231217";1;0;0
"4045215082293390465";"231514";1;0;0
"8769402469046267412";"231214";1;0;0
"8140054657691686489";"141112";2;0;0
"8245658342897527696";"153115";7;0;0
"8245658342897527696";"122113";1;0;0
"5855851235620247980";"162511";4;0;0
"8245658342897527696";"131115";9;0;0
"8769402469046267412";"245111";1;0;0
"1270249184893949389";"233412";1;0;0
"4652721546139208030";"164513";2;0;0
"5855851235620247980";"124112";28;17;0
"5855851235620247980";"164113";4;3;0
"7733682843751891679";"164513";2;1;0
"517378676746336881";"213112";16;7;1
"8245658342897527696";"151114";1;0;0
"8140054657691686489";"213411";4;0;0
"8245658342897527696";"122114";1;0;0
"5944866494410284878";"111311";11;6;0
"4652721546139208030";"121113";1;0;0
"7733682843751891679";"111211";5;0;0
"5855851235620247980";"124311";13;2;0
"8769402469046267412";"231215";5;0;0
"1270249184893949389";"231213";1;0;0
"5855851235620247980";"124212";4;0;0
"7733682843751891679";"151111";4;2;0
"8769402469046267412";"122114";1;0;0
"8140054657691686489";"111112";11;2;0
"8769402469046267412";"122113";2;0;0
"5855851235620247980";"212111";2;1;0
"517378676746336881";"222114";1;0;0
"5944866494410284878";"231214";3;3;0
"7733682843751891679";"213211";3;0;0
"517378676746336881";"122214";7;1;0
"517378676746336881";"124111";4;2;0
"8769402469046267412";"231711";1;0;0
"517378676746336881";"111214";8;3;0
"517378676746336881";"122112";11;5;1
"1270249184893949389";"213111";14;0;0
"4045215082293390465";"213413";1;0;0
"4045215082293390465";"231711";1;0;0
"517378676746336881";"125111";3;2;1
"517378676746336881";"111311";1;0;0
"4045215082293390465";"211111";1;0;0
"4045215082293390465";"153115";1;0;0
"517378676746336881";"211115";62;15;4
"5855851235620247980";"111114";7;2;0
"517378676746336881";"211117";2;0;0
"1270249184893949389";"211315";4;4;3
"5944866494410284878";"245114";1;0;0
"5855851235620247980";"166112";1;1;0
"4045215082293390465";"211117";1;0;0
"1270249184893949389";"111112";7;0;0
"517378676746336881";"112211";2;2;0
"4652721546139208030";"111215";8;0;0
"4045215082293390465";"131311";2;0;0
"4652721546139208030";"161212";4;0;0
"4652721546139208030";"166212";1;0;0
"4045215082293390465";"233311";1;0;0
"7733682843751891679";"111212";4;4;1
"5944866494410284878";"141115";2;2;0
"4045215082293390465";"122114";1;0;0
"7733682843751891679";"124114";3;0;0
"8769402469046267412";"211115";1;0;0
"7733682843751891679";"123111";2;0;0
"517378676746336881";"122111";3;3;1
"7733682843751891679";"124311";5;2;0
"8245658342897527696";"122112";1;0;0
"8140054657691686489";"124212";1;0;0
"4045215082293390465";"212111";1;0;0
"8769402469046267412";"151211";54;2;0
"4652721546139208030";"151212";5;0;0
"1270249184893949389";"151115";1;0;0
"4045215082293390465";"242112";7;0;0
"4652721546139208030";"151211";6;0;0
"8769402469046267412";"231111";5;0;0
"8769402469046267412";"121112";9;2;0
"5944866494410284878";"152313";1;0;0
"5944866494410284878";"111211";5;0;0
"8769402469046267412";"111112";1;0;0
"1270249184893949389";"214113";4;1;1
"8769402469046267412";"151212";5;0;0
"8140054657691686489";"141111";1;0;0
"7733682843751891679";"151211";30;22;2
"8769402469046267412";"152112";24;1;1
"517378676746336881";"141111";52;12;0
"1270249184893949389";"213211";5;1;0
"8245658342897527696";"123111";2;1;0
"7733682843751891679";"163513";1;0;0
"4045215082293390465";"122312";1;0;0
"4045215082293390465";"111112";8;0;0
"517378676746336881";"242111";1;0;0
"8769402469046267412";"231212";6;0;0
"4652721546139208030";"111212";4;1;1
"7733682843751891679";"111115";6;0;0
"4045215082293390465";"111115";3;0;0
"5855851235620247980";"151112";2;0;0
"5855851235620247980";"131114";16;3;2
"4652721546139208030";"132112";2;0;0
"5944866494410284878";"113112";1;0;0
"5944866494410284878";"111111";3;1;0
"517378676746336881";"212114";1;0;0
"8245658342897527696";"122311";3;0;0
"7733682843751891679";"213112";4;2;0
"4045215082293390465";"232112";14;0;0
"5855851235620247980";"141112";1;0;0
"517378676746336881";"124113";4;2;0
"517378676746336881";"151112";1;1;0
"8245658342897527696";"213111";6;0;0
"5944866494410284878";"232216";1;1;0
"5944866494410284878";"231213";1;1;0
"8140054657691686489";"151511";1;0;0
"4652721546139208030";"111311";30;1;1
"8245658342897527696";"166211";2;0;0
"8140054657691686489";"247111";1;0;0
"5855851235620247980";"161212";1;1;0
"1270249184893949389";"111211";10;1;0
"8140054657691686489";"212111";10;2;1
"5944866494410284878";"244111";1;1;0
"1270249184893949389";"113112";5;1;0
"8245658342897527696";"131212";1;0;0
"8769402469046267412";"162511";9;1;1
"517378676746336881";"113111";10;2;0
"7733682843751891679";"243113";2;0;0
"5944866494410284878";"211111";1;0;0
"517378676746336881";"121112";8;2;0
"8245658342897527696";"162312";1;0;0
"1270249184893949389";"212113";1;1;0
"5855851235620247980";"111213";15;0;0
"1270249184893949389";"113113";2;0;0
"8245658342897527696";"111113";5;0;0
"5944866494410284878";"121112";7;1;0
"4652721546139208030";"124111";6;0;0
"5944866494410284878";"143112";1;1;0
"4045215082293390465";"213113";1;0;0
"8245658342897527696";"153311";3;0;0
"1270249184893949389";"112111";4;1;0
"4045215082293390465";"212115";1;0;0
"7733682843751891679";"111111";3;1;0
"8245658342897527696";"111213";18;0;1
"517378676746336881";"122213";1;1;0
"5855851235620247980";"125211";12;4;0
"8245658342897527696";"132111";2;0;0
"5855851235620247980";"164312";17;6;2
"7733682843751891679";"111114";4;2;0
"8140054657691686489";"231215";2;0;0
"517378676746336881";"127111";1;0;0
"517378676746336881";"131113";1;0;0
"8140054657691686489";"113111";2;0;0
"517378676746336881";"125211";8;3;1
"5944866494410284878";"245111";1;0;0
"4652721546139208030";"122211";10;0;0
"517378676746336881";"213515";1;1;0
"8140054657691686489";"112111";9;0;0
"517378676746336881";"113112";9;1;0
"8245658342897527696";"131211";1;0;0
"5855851235620247980";"111214";15;4;0
"5855851235620247980";"151212";9;4;0
"517378676746336881";"121115";2;0;0
"5855851235620247980";"164211";4;1;0
"1270249184893949389";"233311";2;0;0
"8140054657691686489";"141114";3;0;0
"1270249184893949389";"245111";1;0;0
"8769402469046267412";"152114";2;0;0
"4045215082293390465";"211211";1;0;0
"5855851235620247980";"126211";2;0;0
"5855851235620247980";"112111";3;1;0
"8140054657691686489";"233111";6;1;0
"7733682843751891679";"214111";5;4;1
"517378676746336881";"131112";2;0;0
"5944866494410284878";"245411";1;0;0
"5944866494410284878";"231220";1;0;0
"5855851235620247980";"121113";9;2;0
"8769402469046267412";"121114";6;2;2
"4652721546139208030";"224111";2;0;0
"517378676746336881";"111114";7;4;0
"5944866494410284878";"244211";1;1;0
"4652721546139208030";"113112";1;0;0
"8140054657691686489";"141115";22;3;0
"4652721546139208030";"124113";2;0;0
"8245658342897527696";"143112";1;0;0
"1270249184893949389";"111111";11;0;0
"5855851235620247980";"211315";6;2;0
"4652721546139208030";"122113";5;0;0
"8140054657691686489";"142112";1;0;0
"8769402469046267412";"121113";14;4;2
"8245658342897527696";"111115";22;5;4
"1270249184893949389";"141112";6;1;0
"8245658342897527696";"111114";34;4;3
"1270249184893949389";"231411";1;0;0
"5855851235620247980";"164112";17;5;0
"5944866494410284878";"111114";13;5;0
"8245658342897527696";"213112";16;0;0
"5855851235620247980";"164311";8;0;0
"8769402469046267412";"242112";32;3;0
"4652721546139208030";"214112";1;0;0
"5855851235620247980";"121114";1;0;0
"4652721546139208030";"123311";5;0;0
"8140054657691686489";"143112";2;1;0
"8140054657691686489";"143111";3;3;2
"4045215082293390465";"247111";7;0;0
"8245658342897527696";"131113";2;0;0
"8769402469046267412";"141112";13;0;0
"4045215082293390465";"142112";1;0;0
"8140054657691686489";"111115";9;0;0
"7733682843751891679";"111112";6;1;0
"8769402469046267412";"121115";16;5;1
"5944866494410284878";"225112";2;0;0
"517378676746336881";"123111";13;1;0
"5944866494410284878";"111214";1;0;0
"5855851235620247980";"164513";3;0;0
"4045215082293390465";"142114";2;0;0
"8769402469046267412";"242115";7;1;0
"8140054657691686489";"212112";2;1;1
"4652721546139208030";"213112";6;0;0
"8245658342897527696";"161914";2;0;0
"5944866494410284878";"231311";2;1;0
"517378676746336881";"124114";2;0;0
"4045215082293390465";"211114";13;0;0
"5855851235620247980";"166211";1;0;0
"5855851235620247980";"161211";4;1;0
"8140054657691686489";"246216";2;0;0
"8769402469046267412";"211211";1;0;0
"8769402469046267412";"242111";10;1;0
"8245658342897527696";"121111";1;0;0
"5855851235620247980";"161112";5;2;0
"7733682843751891679";"161211";1;0;0
"4652721546139208030";"126211";1;0;0
"517378676746336881";"124112";34;11;3
"7733682843751891679";"151311";5;2;0
"7733682843751891679";"123311";5;1;1
"517378676746336881";"141115";2;1;0
"5944866494410284878";"231711";2;2;0
"4652721546139208030";"112111";3;0;0
"7733682843751891679";"161914";5;4;0
"4652721546139208030";"111114";11;0;0
"1270249184893949389";"214111";4;4;0
"5855851235620247980";"161914";1;0;0
"7733682843751891679";"122214";13;5;1
"4045215082293390465";"213515";2;0;0
"4045215082293390465";"231513";1;0;0
"4045215082293390465";"232111";1;0;0
"4652721546139208030";"142114";2;0;0
"5855851235620247980";"121111";22;18;1
"517378676746336881";"122311";3;0;0
"8769402469046267412";"111311";9;0;0
"4045215082293390465";"131114";4;0;0
"8140054657691686489";"233411";1;0;0
"1270249184893949389";"213112";6;0;0
"1270249184893949389";"245112";2;0;0
"8140054657691686489";"211115";8;3;2
"1270249184893949389";"242114";1;0;0
"1270249184893949389";"211216";1;0;0
"8769402469046267412";"111212";1;0;0
"5944866494410284878";"151115";2;2;0
"8769402469046267412";"151411";5;0;0
"4045215082293390465";"211113";1;0;0
"8769402469046267412";"142111";15;2;1
"4045215082293390465";"213512";4;0;0
"8245658342897527696";"113112";1;0;0
"517378676746336881";"211211";1;0;0
"5855851235620247980";"111211";14;4;0
"8140054657691686489";"212115";4;1;1
"5855851235620247980";"166115";1;0;0
"8245658342897527696";"142112";2;0;0
"517378676746336881";"122211";21;11;2
"4045215082293390465";"212211";1;0;0
"8245658342897527696";"111215";5;0;0
"1270249184893949389";"111311";1;0;0
"1270249184893949389";"231217";3;1;0
"5855851235620247980";"161114";5;1;0
"7733682843751891679";"142114";1;1;0
"4045215082293390465";"111214";15;0;0
"7733682843751891679";"122114";3;1;1
"4652721546139208030";"152213";4;0;0
"8245658342897527696";"166814";45;1;1
"8245658342897527696";"151111";6;2;1
"517378676746336881";"221212";1;0;0
"7733682843751891679";"124113";4;0;0
"517378676746336881";"112111";14;4;0
"4045215082293390465";"211115";8;0;0
"8140054657691686489";"243125";1;0;0
"4045215082293390465";"141116";1;0;0
"7733682843751891679";"164113";5;1;0
"4652721546139208030";"125311";1;0;0
"7733682843751891679";"122211";6;2;1
"5944866494410284878";"243116";2;2;0
"7733682843751891679";"111215";5;2;0
"4045215082293390465";"231111";3;0;0
"8140054657691686489";"111311";64;2;0
"7733682843751891679";"212115";12;10;4
"4045215082293390465";"111111";5;0;0
"517378676746336881";"213211";3;0;0
"5944866494410284878";"151311";1;1;0
"5855851235620247980";"124211";3;0;0
"8245658342897527696";"142111";1;0;0
"5944866494410284878";"112111";5;4;0
"7733682843751891679";"242212";7;0;0
"4045215082293390465";"231511";8;0;0
"5855851235620247980";"111212";3;1;0
"8140054657691686489";"161211";1;0;0
"8140054657691686489";"142111";27;6;2
"517378676746336881";"213111";1;0;0
"8245658342897527696";"111112";9;1;1
"8245658342897527696";"166312";2;0;0
"4652721546139208030";"162511";4;0;0
"4652721546139208030";"233211";1;0;0
"1270249184893949389";"121115";1;0;0
"7733682843751891679";"214114";1;0;0
"4045215082293390465";"242211";5;0;0
"4652721546139208030";"122112";5;0;0
"8140054657691686489";"212211";1;0;0
"517378676746336881";"124311";9;4;0
"4652721546139208030";"123211";1;0;0
"7733682843751891679";"163312";1;0;0
"4652721546139208030";"163513";1;0;0
"8769402469046267412";"152312";1;0;0
"517378676746336881";"247111";19;14;0
"517378676746336881";"121114";3;1;0
"1270249184893949389";"111214";9;4;0
"517378676746336881";"221215";1;0;0
"517378676746336881";"121111";4;0;0
"4045215082293390465";"213111";14;0;0
"5855851235620247980";"131112";2;1;0
"5855851235620247980";"111111";17;1;0
"5944866494410284878";"111213";4;0;0
"5944866494410284878";"231611";2;2;0
"517378676746336881";"151116";1;0;0
"5855851235620247980";"151411";4;0;0
"4652721546139208030";"121111";2;0;0
"4652721546139208030";"111213";4;0;0
"7733682843751891679";"122113";5;4;0
"4045215082293390465";"213411";2;0;0
"5944866494410284878";"213515";1;0;0
"8140054657691686489";"231711";8;0;0
"1270249184893949389";"113111";3;0;0
"1270249184893949389";"233211";5;0;0
"8140054657691686489";"244111";2;0;0
"4045215082293390465";"211112";1;0;0
"5944866494410284878";"122112";1;0;0
"517378676746336881";"151115";6;2;0
"7733682843751891679";"151115";1;1;0
"1270249184893949389";"213214";1;0;0
"8140054657691686489";"111211";79;19;1
"8769402469046267412";"111115";7;0;0
"8769402469046267412";"247111";10;0;0
"4045215082293390465";"211314";1;0;0
"8769402469046267412";"225113";1;0;0
"4652721546139208030";"121114";1;0;0
"8769402469046267412";"153411";7;0;0
"5944866494410284878";"231111";9;2;0
"8769402469046267412";"166814";8;1;1
"3249888620569893472";"122311";38;9;1
"2915324510869085517";"161911";1;0;0
"6273471702020810075";"243116";1;0;0
"2915324510869085517";"111114";22;2;0
"6273471702020810075";"231220";1;0;0
"6273471702020810075";"124311";1;0;0
"8080335280592041608";"131114";8;1;0
"2915324510869085517";"213211";1;0;0
"4344488802914678905";"111213";2;0;0
"4344488802914678905";"247111";6;1;0
"6273471702020810075";"112211";1;0;0
"4344488802914678905";"151311";4;2;0
"8080335280592041608";"141111";1;0;0
"4344488802914678905";"111214";4;2;0
"6273471702020810075";"242212";3;1;0
"3249888620569893472";"141111";2;0;0
"6273471702020810075";"151112";3;0;0
"6273471702020810075";"111211";13;2;1
"4344488802914678905";"125111";1;1;0
"8080335280592041608";"132111";29;7;0
"6273471702020810075";"132113";1;1;0
"2915324510869085517";"161112";2;0;0
"3249888620569893472";"122211";2;3;0
"6273471702020810075";"242211";17;0;0
"6273471702020810075";"246311";1;1;0
"4344488802914678905";"123111";2;2;0
"4344488802914678905";"152314";3;1;1
"8080335280592041608";"131115";1;1;0
"2915324510869085517";"141115";2;0;0
"6273471702020810075";"111112";34;3;2
"4344488802914678905";"131211";2;1;0
"3249888620569893472";"164312";13;0;0
"2915324510869085517";"112311";2;0;0
"6273471702020810075";"245111";1;0;0
"4344488802914678905";"151111";10;4;0
"8080335280592041608";"124114";3;1;0
"6273471702020810075";"122213";1;0;0
"8080335280592041608";"121113";11;7;0
"4344488802914678905";"112211";1;0;0
"8080335280592041608";"122311";18;14;0
"3249888620569893472";"111215";5;0;0
"3249888620569893472";"123211";1;0;0
"3249888620569893472";"164212";5;1;0
"3249888620569893472";"124114";10;0;0
"6273471702020810075";"161114";1;0;0
"2915324510869085517";"111215";14;0;0
"8080335280592041608";"166211";5;1;0
"8080335280592041608";"111114";10;0;0
"3249888620569893472";"166312";2;0;0
"6273471702020810075";"111113";2;0;0
"8080335280592041608";"121112";7;2;0
"6273471702020810075";"161112";4;3;1
"4344488802914678905";"124111";2;3;0
"4344488802914678905";"153311";4;3;0
"2915324510869085517";"165213";1;0;0
"6273471702020810075";"131211";16;3;0
"6273471702020810075";"111115";3;0;0
"2915324510869085517";"161914";4;0;0
"2915324510869085517";"122213";6;0;0
"4344488802914678905";"121111";3;1;0
"3249888620569893472";"125311";1;0;0
"3249888620569893472";"166114";2;0;0
"3249888620569893472";"121115";2;0;0
"3249888620569893472";"122113";1;0;0
"8080335280592041608";"125211";1;1;0
"2915324510869085517";"121113";7;2;1
"4344488802914678905";"124112";8;4;0
"3249888620569893472";"164211";19;8;0
"2915324510869085517";"111112";18;0;0
"6273471702020810075";"124211";4;1;0
"4344488802914678905";"112111";25;10;0
"3249888620569893472";"162511";6;1;0
"4344488802914678905";"133111";2;0;0
"3249888620569893472";"122114";5;1;0
"4344488802914678905";"213111";1;0;0
"2915324510869085517";"151112";1;0;0
"4344488802914678905";"166814";2;1;0
"3249888620569893472";"151211";2;1;0
"8080335280592041608";"111311";66;9;0
"4344488802914678905";"131311";1;1;0
"6273471702020810075";"211115";4;3;0
"6273471702020810075";"111212";3;0;0
"4344488802914678905";"122312";1;1;0
"2915324510869085517";"143112";1;0;0
"4344488802914678905";"126311";2;2;0
"3249888620569893472";"122214";12;2;0
"4344488802914678905";"161914";1;1;0
"6273471702020810075";"131115";1;0;0
"3249888620569893472";"121113";18;3;0
"3249888620569893472";"112111";1;0;0
"3249888620569893472";"121112";15;3;0
"8080335280592041608";"211115";21;5;0
"8080335280592041608";"111111";20;4;0
"8080335280592041608";"164211";1;1;0
"6273471702020810075";"213111";1;0;0
"8080335280592041608";"124112";2;1;0
"6273471702020810075";"166814";1;0;0
"3249888620569893472";"164311";15;2;1
"4344488802914678905";"122111";4;2;1
"8080335280592041608";"133111";1;0;0
"2915324510869085517";"123311";1;0;0
"6273471702020810075";"211315";1;2;0
"4344488802914678905";"122214";13;7;0
"8080335280592041608";"151111";9;2;0
"8080335280592041608";"164513";7;1;0
"8080335280592041608";"111213";3;0;0
"2915324510869085517";"112111";2;0;0
"3249888620569893472";"124211";2;0;0
"3249888620569893472";"122111";1;0;0
"3249888620569893472";"141112";2;0;0
"4344488802914678905";"111311";1;0;0
"4344488802914678905";"121114";1;0;0
"2915324510869085517";"141111";6;1;0
"2915324510869085517";"151212";2;0;0
"2915324510869085517";"111211";14;4;4
"8080335280592041608";"121115";8;1;0
"4344488802914678905";"166311";1;0;0
"3249888620569893472";"125211";1;0;0
"8080335280592041608";"122213";4;1;0
"4344488802914678905";"211115";28;11;0
"6273471702020810075";"124111";3;0;0
"4344488802914678905";"152111";11;0;0
"3249888620569893472";"121114";4;0;0
"6273471702020810075";"161211";1;0;0
